lat,lng,speedLimit,heading,type
34.555192,126.294959,70,-1,0
34.55624,126.725144,60,-1,0
34.557226,126.583975,60,-1,0
34.559174,126.051429,30,-1,0
34.561028,126.939583,30,-1,0
34.56106,126.939603,30,-1,0
34.561171,126.588826,60,-1,0
34.562601,127.4133,50,-1,0
34.562998,126.289756,30,-1,0
34.563006,126.289706,30,-1,0
34.563241,126.29739,70,-1,0
34.565452,126.606423,50,-1,0
34.566351,127.174168,30,-1,0
34.566408,127.174236,30,-1,0
34.567149,126.649559,30,-1,0
34.567163,126.649467,30,-1,0
34.568755,126.597213,0,-1,0
34.569124,126.798126,80,-1,0
34.569352,126.798209,80,-1,0
34.569507,126.603952,0,-1,0
34.569576,127.341526,30,-1,0
34.569602,127.341639,30,-1,0
34.569701,126.604,30,-1,0
34.570701,127.4351,60,-1,0
34.570855,126.604866,30,-1,0
34.570868,126.604593,30,-1,0
34.570935,126.598286,0,-1,0
34.570963,126.608225,0,-1,0
34.571051,126.604073,0,-1,0
34.571284,126.602035,0,-1,0
34.571348,126.437663,80,-1,0
34.571401,126.437772,80,-1,0
34.571994,126.597774,30,-1,0
34.572001,126.5973,30,-1,0
34.572034,126.67855,60,-1,0
34.572175,126.597316,30,-1,0
34.572461,126.598678,0,-1,0
34.572596,126.296292,50,-1,0
34.572695,126.692285,60,-1,0
34.572776,126.5986,0,-1,0
34.572788,126.598783,0,-1,0
34.572953,126.596503,0,-1,0
34.573464,126.798749,30,-1,0
34.573472,126.798667,30,-1,0
34.573702,126.699548,60,-1,0
34.573953,126.601049,0,-1,0
34.574077,126.599766,30,-1,0
34.574318,126.599285,0,-1,0
34.574513,126.593454,0,-1,0
34.574901,126.5935,30,-1,0
34.575301,126.4281,30,-1,0
34.576001,126.5917,30,-1,0
34.576325,127.24365,30,-1,0
34.57672,126.591971,0,-1,0
34.577101,126.5993,30,-1,0
34.577887,126.592894,0,-1,0
34.578301,126.5925,30,-1,0
34.579294,127.199708,80,-1,0
34.579521,126.311513,70,-1,0
34.580863,127.25525,60,-1,0
34.581184,126.579076,50,-1,0
34.581841,126.311802,70,-1,0
34.582301,127.3489,50,-1,0
34.583216,127.330373,60,-1,0
34.583355,127.256293,80,-1,0
34.585716,126.093493,30,-1,0
34.585852,126.093454,30,-1,0
34.586207,127.39487,60,-1,0
34.588626,126.500743,50,-1,0
34.589302,126.558051,60,-1,0
34.589619,126.647974,80,-1,0
34.589672,126.539795,60,-1,0
34.590217,126.792398,60,-1,0
34.590492,126.79245,60,-1,0
34.591042,126.360284,80,-1,0
34.591376,126.731722,80,-1,0
